Aggregate with Dmax= 1026.64 and aeff= 211.234
4935  = NAT
1.000	0.000	0.000	= target vector a1 (in TF)
0.000	1.000	0.000	= target vector a1 (in TF)
1.	1.	1.	= d_x/d d_y/d d_z/d (normally 1 1 1)
J	JX	JY	JZ	ICMPX	ICMPY	ICMPZ
1674   1  10   0   1   1   1
1675   1  11   0   1   1   1
1676   3   8  -0   1   1   1
1677   2   8   0   1   1   1
1678   2   9   0   1   1   1
1679   2  10   1   1   1   1
1680   2  11   1   1   1   1
1681   1   7  -0   1   1   1
1682   1   8   0   1   1   1
1683   0  10   1   1   1   1
1684   0  11   1   1   1   1
1685   2   1 -11   1   1   1
1686   2   2 -12   1   1   1
1687   2   2 -13   1   1   1
1688  13   5   2   1   1   1
1689  12   4   3   1   1   1
1690  12   4   4   1   1   1
1691 -12   2  -2   1   1   1
1692 -12   3  -2   1   1   1
1693 -11   3  -2   1   1   1
1694   2   5   3   1   1   1
1695   2   6   3   1   1   1
1696   3   6   3   1   1   1
1697   2   4   4   1   1   1
1698   2   5   4   1   1   1
1699   3   6   5   1   1   1
1700   2   4   3   1   1   1
1701   3   5   4   1   1   1
1702   3   6   4   1   1   1
1703   3   5   3   1   1   1
1704   4   6   3   1   1   1
1705   3   4   4   1   1   1
1706   4   5   4   1   1   1
1707 -14 -12  -3   1   1   1
1708   0  -4  11   1   1   1
1709  -0  -5  10   1   1   1
1710  -0  -6  10   1   1   1
1711  -0  -7  10   1   1   1
1712  -0  -3  10   1   1   1
1713  -0  -4  10   1   1   1
1714  -1  -6   9   1   1   1
1715  -1  -6   8   1   1   1
1716   1  -3  11   1   1   1
1717   1  -4  10   1   1   1
1718   0  -6   9   1   1   1
1719   0  -7   9   1   1   1
1720   1  -4  11   1   1   1
1721   1  -5  10   1   1   1
1722   1  -6  10   1   1   1
1723   1  -7   9   1   1   1
1724   1  -3  10   1   1   1
1725   1  -4   9   1   1   1
1726   1  -5   9   1   1   1
1727 -15  -9  -0   1   1   1
1728 -14 -10  -1   1   1   1
1729 -13 -12  -3   1   1   1
1730 -15 -10   0   1   1   1
1731 -14 -10  -0   1   1   1
1732 -14 -11  -1   1   1   1
1733 -13 -12  -1   1   1   1
1734 -13 -12  -2   1   1   1
1735 -15 -10   1   1   1   1
1736 -14 -11   1   1   1   1
1737 -14 -12  -0   1   1   1
1738 -13 -13  -1   1   1   1
1739 -14  -9   0   1   1   1
1740 -13  -9  -0   1   1   1
1741 -13 -10  -1   1   1   1
1742 -12 -11  -2   1   1   1
1743 -14  -9   1   1   1   1
1744 -13 -10   0   1   1   1
1745 -13 -11  -0   1   1   1
1746 -12 -11  -1   1   1   1
1747 -12 -12  -1   1   1   1
1748 -14 -10   2   1   1   1
1749 -13 -12  -0   1   1   1
1750 -12 -13  -1   1   1   1
1751 -13  -8   0   1   1   1
1752 -12 -10  -1   1   1   1
1753 -11 -10  -1   1   1   1
1754 -13  -9   1   1   1   1
1755 -13 -10   1   1   1   1
1756 -12 -10   0   1   1   1
1757 -12 -11  -0   1   1   1
1758 -11 -12  -1   1   1   1
1759 -13 -10   2   1   1   1
1760 -12 -11   1   1   1   1
1761 -12 -12   0   1   1   1
1762 -11 -12  -0   1   1   1
1763   3  -8  -0   1   1   1
1764   4  -8   0   1   1   1
1765   4  -9   1   1   1   1
1766   3  -3   4   1   1   1
1767   4  -4   3   1   1   1
1768   4  -3   3   1   1   1
1769   5  -3   3   1   1   1
1770   4  -2   4   1   1   1
1771   5  -2   3   1   1   1
1772 -17 -13  -0   1   1   1
1773 -17 -12  -0   1   1   1
1774 -17 -11  -0   1   1   1
1775 -16 -12   0   1   1   1
1776 -16 -11  -0   1   1   1
1777 -16 -13   1   1   1   1
1778 -15 -12   1   1   1   1
1779 -15 -11   0   1   1   1
1780  -1   9  -2   1   1   1
1781  -2   9  -3   1   1   1
1782  -2  10  -3   1   1   1
1783  -2   9  -1   1   1   1
1784  -2  10  -2   1   1   1
1785  -2  11  -3   1   1   1
1786  -1   9  -1   1   1   1
1787  -1  10  -2   1   1   1
1788  -1  11  -3   1   1   1
1789  -0   9  -2   1   1   1
1790  -0  10  -2   1   1   1
1791  -1  10  -3   1   1   1
1792  -1  10  -1   1   1   1
1793  -1  11  -1   1   1   1
1794  -1  11  -2   1   1   1
1795   6 -12 -10   1   1   1
1796   7 -12  -9   1   1   1
1797   8 -12  -9   1   1   1
1798   9 -12  -8   1   1   1
1799  10 -12  -8   1   1   1
1800   6 -13 -11   1   1   1
1801   7 -13 -10   1   1   1
1802   8 -13 -10   1   1   1
1803   9 -13 -10   1   1   1
1804  10 -13  -9   1   1   1
1805  11 -13  -9   1   1   1
1806  12 -13  -8   1   1   1
1807   6 -12 -11   1   1   1
1808   7 -12 -10   1   1   1
1809   8 -12 -10   1   1   1
1810   9 -12  -9   1   1   1
1811  10 -12  -9   1   1   1
1812  11 -12  -9   1   1   1
1813  12 -12  -8   1   1   1
1814   6 -11 -11   1   1   1
1815   7 -11 -10   1   1   1
1816   8 -11 -10   1   1   1
1817   9 -11  -9   1   1   1
1818  10 -11  -9   1   1   1
1819  11 -11  -9   1   1   1
1820  12 -11  -8   1   1   1
1821   7 -13 -12   1   1   1
1822   7 -13 -11   1   1   1
1823   8 -13 -11   1   1   1
1824  10 -13 -10   1   1   1
1825  11 -13 -10   1   1   1
1826  12 -13  -9   1   1   1
1827   7 -12 -12   1   1   1
1828   7 -12 -11   1   1   1
1829   8 -12 -11   1   1   1
1830   9 -12 -10   1   1   1
1831  10 -12 -10   1   1   1
1832  11 -12 -10   1   1   1
1833  12 -12  -9   1   1   1
1834   7 -11 -12   1   1   1
1835   7 -11 -11   1   1   1
1836   8 -11 -11   1   1   1
1837   9 -11 -10   1   1   1
1838  10 -11 -10   1   1   1
1839  11 -11 -10   1   1   1
1840  12 -11  -9   1   1   1
1841   7 -13 -13   1   1   1
1842   8 -13 -12   1   1   1
1843   9 -13 -12   1   1   1
1844  10 -13 -11   1   1   1
1845  11 -13 -11   1   1   1
1846  12 -13 -10   1   1   1
1847   7 -12 -13   1   1   1
1848   8 -12 -12   1   1   1
1849   9 -12 -12   1   1   1
1850  10 -12 -11   1   1   1
1851  11 -12 -11   1   1   1
1852  12 -12 -11   1   1   1
1853  12 -12 -10   1   1   1
1854   8 -11 -12   1   1   1
1855   9 -11 -12   1   1   1
1856  10 -11 -11   1   1   1
1857  11 -11 -11   1   1   1
1858  12 -11 -10   1   1   1
1859   8 -12 -13   1   1   1
1860   9 -12 -13   1   1   1
1861  10 -12 -12   1   1   1
1862  11 -12 -12   1   1   1
1863  13 -12 -11   1   1   1
1864   3   7   2   1   1   1
1865   4   8   3   1   1   1
1866   4   9   4   1   1   1
1867   4   9   5   1   1   1
1868   2   8   1   1   1   1
1869   3   8   2   1   1   1
1870   3   9   3   1   1   1
1871   4   9   3   1   1   1
1872   4  10   4   1   1   1
1873   2   9   1   1   1   1
1874   3   9   2   1   1   1
1875   3  10   2   1   1   1
1876   3  10   3   1   1   1
1877   4  11   4   1   1   1
1878   4   7   1   1   1   1
1879   4   7   2   1   1   1
1880   5   9   3   1   1   1
1881   5   9   4   1   1   1
1882   3   8   1   1   1   1
1883   4   8   1   1   1   1
1884   4   9   2   1   1   1
1885   5  10   4   1   1   1
1886   3   9   0   1   1   1
1887   3   9   1   1   1   1
1888   4  10   2   1   1   1
1889   5  11   3   1   1   1
1890   5   7   1   1   1   1
1891   5   8   2   1   1   1
1892   6   9   3   1   1   1
1893   6   9   4   1   1   1
1894   4   8   0   1   1   1
1895   5   8   1   1   1   1
1896   5   9   2   1   1   1
1897   6  10   3   1   1   1
1898   4   9  -0   1   1   1
1899   4   9   1   1   1   1
1900   5  10   1   1   1   1
1901   5  10   2   1   1   1
1902   6  11   3   1   1   1
1903   9   0   5   1   1   1
1904  11  -0   5   1   1   1
1905   7 -14 -10   1   1   1
1906  13  -0   2   1   1   1
1907  14  -0   2   1   1   1
1908  15  -0   3   1   1   1
1909  16  -0   3   1   1   1
1910  12  -1   1   1   1   1
1911  13  -1   1   1   1   1
1912  14  -1   1   1   1   1
1913  15  -1   2   1   1   1
1914  16  -1   2   1   1   1
1915  12  -0   1   1   1   1
1916  13  -0   1   1   1   1
1917  14  -0   1   1   1   1
1918  15  -0   2   1   1   1
1919  16  -0   2   1   1   1
1920  12   1   1   1   1   1
1921  13   1   1   1   1   1
1922  14   1   1   1   1   1
1923  15   1   2   1   1   1
1924  16   1   2   1   1   1
1925  13  -0  -0   1   1   1
1926  14  -0   0   1   1   1
1927  15  -0   1   1   1   1
1928  16  -0   1   1   1   1
1929  -3  -3  13   1   1   1
1930  -3  -2  13   1   1   1
1931  -4  -2  14   1   1   1
1932  -2  -4  13   1   1   1
1933  -3  -3  14   1   1   1
1934  -3  -3  15   1   1   1
1935  -2  -3  13   1   1   1
1936  -2  -2  14   1   1   1
1937  -3  -2  15   1   1   1
1938  -2  -1  14   1   1   1
1939  -2  -1  15   1   1   1
1940  -1  -3  13   1   1   1
1941  -1  -2  14   1   1   1
1942  -2  -2  15   1   1   1
1943  13  -3   4   1   1   1
1944  13  -2   4   1   1   1
1945  12  -2   4   1   1   1
1946   9  -4   7   1   1   1
1947   8  -3   7   1   1   1
1948   7  -2   7   1   1   1
1949   6  -1   8   1   1   1
1950   9  -3   7   1   1   1
1951   9  -2   7   1   1   1
1952   8  -2   7   1   1   1
1953   8  -1   8   1   1   1
1954   7  -0   8   1   1   1
1955   6   0   8   1   1   1
1956   6   1   8   1   1   1
1957  10  -3   7   1   1   1
1958  10  -2   7   1   1   1
1959   9  -1   8   1   1   1
1960   8  -0   8   1   1   1
1961   7   1   8   1   1   1
1962   6   2   9   1   1   1
1963   9  -4   8   1   1   1
1964   8  -3   8   1   1   1
1965   7  -3   8   1   1   1
1966   7  -2   8   1   1   1
1967   6  -1   9   1   1   1
1968   5  -1   9   1   1   1
1969   5   0   9   1   1   1
1970   9  -3   8   1   1   1
1971   8  -2   8   1   1   1
1972   8  -1   9   1   1   1
1973   7  -1   9   1   1   1
1974   6   0   9   1   1   1
1975   6   1   9   1   1   1
1976  10  -3   8   1   1   1
1977  10  -2   8   1   1   1
1978   9  -2   8   1   1   1
1979   8  -0   9   1   1   1
1980   7   1   9   1   1   1
1981   6   1  10   1   1   1
1982   8  -4   9   1   1   1
1983   7  -3   9   1   1   1
1984   7  -2   9   1   1   1
1985   6  -2  10   1   1   1
1986   5  -1  10   1   1   1
1987   5  -0  10   1   1   1
1988   9  -4   9   1   1   1
1989   9  -3   9   1   1   1
1990   8  -2   9   1   1   1
1991   7  -1  10   1   1   1
1992   6  -0  10   1   1   1
1993  10  -3   9   1   1   1
1994   9  -2   9   1   1   1
1995   8  -1  10   1   1   1
1996   8  -0  10   1   1   1
1997   7   0  10   1   1   1
1998   6   1  11   1   1   1
1999  14  -1   4   1   1   1
2000  -1  -7 -13   1   1   1
2001  -2  -7 -11   1   1   1
2002  -4   7  -4   1   1   1
2003  -5   7  -5   1   1   1
2004  -6   4   0   1   1   1
2005  -3   3  -8   1   1   1
2006  -3   4  -9   1   1   1
2007  -4   4  -9   1   1   1
2008  -3   4  -8   1   1   1
2009  -4   5  -8   1   1   1
2010  -3   4  -7   1   1   1
2011  -3   5  -7   1   1   1
2012  -3   6  -8   1   1   1
2013 -10   6  -6   1   1   1
2014  -9   6  -6   1   1   1
2015  -8   7  -5   1   1   1
2016  -7   7  -5   1   1   1
2017  -6   7  -5   1   1   1
2018 -10   7  -7   1   1   1
2019  -9   7  -7   1   1   1
2020  -8   7  -7   1   1   1
2021  -7   7  -6   1   1   1
2022  -6   7  -6   1   1   1
2023 -10   7  -6   1   1   1
2024  -9   7  -6   1   1   1
2025  -8   7  -6   1   1   1
2026 -10   8  -5   1   1   1
2027  -9   8  -5   1   1   1
2028  -8   8  -5   1   1   1
2029  -7   8  -5   1   1   1
2030  -6   8  -4   1   1   1
2031 -10   8  -6   1   1   1
2032  -9   8  -6   1   1   1
2033  -8   8  -6   1   1   1
2034  -7   8  -6   1   1   1
2035  -6   8  -6   1   1   1
2036  -3  10  -6   1   1   1
2037  -3   9  -7   1   1   1
2038  -3   9  -8   1   1   1
2039   8   7   6   1   1   1
2040   8   5   5   1   1   1
2041   8 -11  -4   1   1   1
2042   7 -10  -4   1   1   1
2043   5 -13 -14   1   1   1
2044   6 -12 -14   1   1   1
2045   7 -12 -14   1   1   1
2046   6 -13 -13   1   1   1
2047   6 -14 -12   1   1   1
2048   7 -14 -12   1   1   1
2049  -2   4   4   1   1   1
2050  -2   4   5   1   1   1
2051  -1   3   6   1   1   1
2052   2  -5   2   1   1   1
2053   9 -14 -10   1   1   1
2054  10 -14  -9   1   1   1
2055  10 -15  -9   1   1   1
2056   5  -4   2   1   1   1
2057  -1 -11  -1   1   1   1
2058   5   6  -9   1   1   1
2059   6   5  -8   1   1   1
2060   7   5  -7   1   1   1
2061   5   5 -10   1   1   1
2062   6   4  -9   1   1   1
2063   7   4  -8   1   1   1
2064   6   6  -9   1   1   1
2065   7   5  -9   1   1   1
2066   7   5  -8   1   1   1
2067   7   7  -9   1   1   1
2068   7   6  -9   1   1   1
2069   8   5  -8   1   1   1
2070   7   6 -10   1   1   1
2071   7   5 -10   1   1   1
2072   8   4  -9   1   1   1
2073   9  -0  -5   1   1   1
2074  10   1  -4   1   1   1
2075  10  -2  -5   1   1   1
2076  10  -1  -4   1   1   1
2077  10  -0  -4   1   1   1
2078  10  -1  -6   1   1   1
2079  10  -0  -5   1   1   1
2080  10  -0  -7   1   1   1
2081  10   0  -6   1   1   1
2082  10   1  -5   1   1   1
2083  11  -1  -6   1   1   1
2084  11  -1  -5   1   1   1
2085  11   0  -5   1   1   1
2086 -13 -11  -6   1   1   1
2087 -13 -11  -7   1   1   1
2088   7   7   6   1   1   1
2089   6   6   7   1   1   1
2090   7   7   8   1   1   1
2091   6   6   8   1   1   1
2092   6   5   8   1   1   1
2093   6   7   7   1   1   1
2094   5   6   8   1   1   1
2095   5   8   7   1   1   1
2096   5   7   7   1   1   1
2097   4   6   7   1   1   1
2098   5   8   8   1   1   1
2099   5   7   8   1   1   1
2100   1  -0  -6   1   1   1
2101   2   7   3   1   1   1
2102   1   8   3   1   1   1
2103   1   8   4   1   1   1
2104   2   9   3   1   1   1
2105   1   9   4   1   1   1
2106   2   8   2   1   1   1
2107   1   8   2   1   1   1
2108   0   9   3   1   1   1
2109   1   7   1   1   1   1
2110  -0   8   3   1   1   1
2111   1   9   2   1   1   1
2112   0   9   2   1   1   1
2113 -10  -5   1   1   1   1
2114  -7   9   2   1   1   1
2115   6 -15 -10   1   1   1
2116   6 -16 -10   1   1   1
2117  -6   9  -3   1   1   1
2118  -7   9  -3   1   1   1
2119  -7   8  -2   1   1   1
2120   8   6 -13   1   1   1
2121   7   6 -13   1   1   1
2122   6   6 -13   1   1   1
2123   8   5 -12   1   1   1
2124   7   5 -12   1   1   1
2125   6   5 -12   1   1   1
2126   8   6 -12   1   1   1
2127   7   6 -12   1   1   1
2128   6   6 -12   1   1   1
2129   8   7 -12   1   1   1
2130   7   7 -12   1   1   1
2131   6   7 -12   1   1   1
2132   8   6 -11   1   1   1
2133   7   6 -11   1   1   1
2134   6   6 -11   1   1   1
2135 -17 -13  -1   1   1   1
2136 -17 -12  -2   1   1   1
2137 -16 -12  -2   1   1   1
2138 -18 -13  -1   1   1   1
2139 -18 -12  -2   1   1   1
2140 -17 -11  -2   1   1   1
2141 -19 -12  -1   1   1   1
2142 -18 -11  -1   1   1   1
2143 -18 -11  -2   1   1   1
2144   6   5  -1   1   1   1
2145  -8   8  -7   1   1   1
2146  -9   9  -8   1   1   1
2147  -7   7  -8   1   1   1
2148  -7   8  -8   1   1   1
2149  -7   9  -8   1   1   1
2150  -8   7  -8   1   1   1
2151  -8   8  -8   1   1   1
2152  -8   9  -9   1   1   1
2153  -9   7  -8   1   1   1
2154  -9   8  -9   1   1   1
2155  -9   9  -9   1   1   1
2156  -7   7  -9   1   1   1
2157  -8   8  -9   1   1   1
2158  -8   9 -10   1   1   1
2159 -13  -7  -5   1   1   1
2160 -13  -6  -6   1   1   1
2161 -12  -5  -7   1   1   1
2162 -13  -7  -6   1   1   1
2163 -12  -6  -7   1   1   1
2164 -12  -8  -7   1   1   1
2165  -9  10  -6   1   1   1
2166 -10  10  -7   1   1   1
2167 -11  10  -7   1   1   1
2168 -12  10  -8   1   1   1
2169 -12  11  -9   1   1   1
2170  -9  10  -7   1   1   1
2171  -9  10  -8   1   1   1
2172 -10  10  -8   1   1   1
2173 -11  11  -9   1   1   1
2174  -8  10  -8   1   1   1
2175 -10  10  -9   1   1   1
2176 -10  11  -9   1   1   1
2177 -11  11 -10   1   1   1
2178 -10  11  -6   1   1   1
2179 -11  11  -7   1   1   1
2180 -11  11  -8   1   1   1
2181 -12  12  -8   1   1   1
2182  -9  11  -7   1   1   1
2183 -10  11  -8   1   1   1
2184 -12  12  -9   1   1   1
2185  -8  11  -7   1   1   1
2186  -9  11  -8   1   1   1
2187  -9  11  -9   1   1   1
2188 -10  12  -9   1   1   1
2189 -11  12 -10   1   1   1
2190  -9  11  -6   1   1   1
2191 -10  12  -6   1   1   1
2192 -11  12  -7   1   1   1
2193 -12  13  -8   1   1   1
2194  -9  12  -6   1   1   1
2195  -9  12  -7   1   1   1
2196 -10  12  -8   1   1   1
2197 -11  12  -8   1   1   1
2198 -11  13  -9   1   1   1
2199  -8  12  -7   1   1   1
2200  -9  12  -8   1   1   1
2201 -10  13  -9   1   1   1
2202  -4  10  -6   1   1   1
2203  -5  10  -5   1   1   1
2204  -6  10  -5   1   1   1
2205  -4  11  -6   1   1   1
2206  -5  11  -6   1   1   1
2207  -6  11  -5   1   1   1
2208  -5  11  -7   1   1   1
2209  -6  11  -7   1   1   1
2210  -6  11  -6   1   1   1
2211 -10   6  -7   1   1   1
2212 -11   5  -8   1   1   1
2213 -11   5  -9   1   1   1
2214 -12   5  -9   1   1   1
2215 -12   4 -10   1   1   1
2216 -11   6  -7   1   1   1
2217 -12   6  -7   1   1   1
2218 -12   6  -8   1   1   1
2219 -13   6  -9   1   1   1
2220 -13   5 -10   1   1   1
2221 -11   6  -8   1   1   1
2222 -11   6  -9   1   1   1
2223 -12   6 -10   1   1   1
2224 -12   5 -11   1   1   1
2225 -10   7  -8   1   1   1
2226 -10   6  -8   1   1   1
2227 -11   6 -10   1   1   1
2228 -11   6 -11   1   1   1
2229 -11   8  -7   1   1   1
2230 -11   7  -8   1   1   1
2231 -12   7  -9   1   1   1
2232 -12   7 -10   1   1   1
2233 -13   6 -11   1   1   1
2234  -4   5   6   1   1   1
2235  -3   5   6   1   1   1
2236  -2   6   7   1   1   1
2237  -3   5   5   1   1   1
2238  -2   5   5   1   1   1
2239  -1   5   6   1   1   1
2240  -3   6   5   1   1   1
2241  -2   6   5   1   1   1
2242  -2   6   6   1   1   1
2243  -3   7   5   1   1   1
2244  -3   7   6   1   1   1
2245  -2   7   6   1   1   1
2246  -3   6   4   1   1   1
2247  -1   6   5   1   1   1
2248  15  -0  -1   1   1   1
2249  15   0  -2   1   1   1
2250  15   1  -3   1   1   1
2251  16   2  -3   1   1   1
2252  16   2  -4   1   1   1
2253  16  -0  -1   1   1   1
2254  16   0  -2   1   1   1
2255  16   1  -2   1   1   1
2256  17   2  -3   1   1   1
2257  17   2  -4   1   1   1
2258  16  -0  -0   1   1   1
2259  17   0  -1   1   1   1
2260  17   1  -2   1   1   1
2261  18   2  -3   1   1   1
2262  14   0  -1   1   1   1
2263  15   1  -1   1   1   1
2264  15   2  -2   1   1   1
2265  15   2  -3   1   1   1
2266  16   3  -4   1   1   1
2267  15   1  -0   1   1   1
2268  16   1  -1   1   1   1
2269  16   2  -2   1   1   1
2270  17   3  -3   1   1   1
2271  16   1   0   1   1   1
2272  17   1  -1   1   1   1
2273  17   2  -1   1   1   1
2274  17   2  -2   1   1   1
2275  18   3  -3   1   1   1
2276  14   1  -0   1   1   1
2277  14   2  -1   1   1   1
2278  15   3  -2   1   1   1
2279  15   4  -3   1   1   1
2280  15   2  -0   1   1   1
2281  16   3  -1   1   1   1
2282  16   3  -2   1   1   1
2283  16   4  -3   1   1   1
2284  16   1   1   1   1   1
2285  16   2  -0   1   1   1
2286  17   3  -1   1   1   1
2287  17   4  -2   1   1   1
2288 -13   4  -2   1   1   1
2289 -13   5  -2   1   1   1
2290 -14   6  -2   1   1   1
2291 -12   5  -2   1   1   1
2292 -12   6  -2   1   1   1
2293 -13   7  -2   1   1   1
2294 -12   5  -3   1   1   1
2295 -13   5  -3   1   1   1
2296 -13   6  -3   1   1   1
2297 -13   4  -3   1   1   1
2298 -13   5  -4   1   1   1
2299 -14   6  -4   1   1   1
2300 -12   6  -4   1   1   1
2301 -13   6  -4   1   1   1
2302   6  -5  -8   1   1   1
2303   5  -6  -8   1   1   1
2304   6  -4  -8   1   1   1
2305   5  -4  -8   1   1   1
2306   4  -5  -8   1   1   1
2307   6  -4  -9   1   1   1
2308   5  -5  -9   1   1   1
2309   6  -5 -10   1   1   1
2310   5  -5 -10   1   1   1
2311   4  -6  -9   1   1   1
2312   5  -4  -9   1   1   1
2313   4  -4  -9   1   1   1
2314   4  -5  -9   1   1   1
2315  -2  -5 -13   1   1   1
2316  -1  -5 -13   1   1   1
2317  -1  -6 -14   1   1   1
2318   7 -13  -2   1   1   1
2319   6 -13  -3   1   1   1
2320   5 -13  -3   1   1   1
2321   8 -13  -3   1   1   1
2322   7 -13  -4   1   1   1
2323   6 -12  -4   1   1   1
2324   8 -12  -4   1   1   1
2325   7 -12  -4   1   1   1
2326   6 -12  -5   1   1   1
2327 -13   5  -7   1   1   1
2328 -14   5  -7   1   1   1
2329 -15   5  -8   1   1   1
2330 -14   6  -6   1   1   1
2331 -15   6  -7   1   1   1
2332 -13   6  -7   1   1   1
2333 -14   6  -8   1   1   1
2334 -15   6  -8   1   1   1
2335 -13   6  -8   1   1   1
2336 -14   5  -9   1   1   1
2337 -13   7  -7   1   1   1
2338 -14   7  -8   1   1   1
2339 -15   7  -8   1   1   1
2340   5  -1  -4   1   1   1
2341  -1   6  -8   1   1   1
2342  -0   6  -8   1   1   1
2343   0   6  -7   1   1   1
2344  -4   2  11   1   1   1
2345  -3   3  11   1   1   1
2346  -3   1  11   1   1   1
2347  -2   2  11   1   1   1
2348  -2   2  10   1   1   1
2349  -4   1  10   1   1   1
2350  -3   2  10   1   1   1
2351  -2   3  10   1   1   1
2352  -4   2  10   1   1   1
2353  -4   3   9   1   1   1
2354  -3   3   9   1   1   1
2355  -3   1   9   1   1   1
2356  -3   2   9   1   1   1
2357  -2   2   9   1   1   1
2358   4  -7   7   1   1   1
2359   4  -7   8   1   1   1
2360   5  -7   9   1   1   1
2361   5  -7  10   1   1   1
2362   5  -7  11   1   1   1
2363   4  -6   7   1   1   1
2364   4  -6   8   1   1   1
2365   4  -6   9   1   1   1
2366   5  -6  10   1   1   1
2367   5  -6  11   1   1   1
2368   4  -5   8   1   1   1
2369   4  -5   9   1   1   1
2370   4  -5  10   1   1   1
2371   5  -7   7   1   1   1
2372   5  -7   8   1   1   1
2373   6  -7   9   1   1   1
2374   6  -7  10   1   1   1
2375   5  -6   7   1   1   1
2376   5  -6   8   1   1   1
2377   5  -6   9   1   1   1
2378   6  -6  10   1   1   1
2379   4  -5   7   1   1   1
2380   5  -5   8   1   1   1
2381   5  -5   9   1   1   1
2382   5  -5  10   1   1   1
2383   6  -5  11   1   1   1
2384   6  -7   6   1   1   1
2385   6  -7   7   1   1   1
2386   6  -7   8   1   1   1
2387   7  -7   9   1   1   1
2388   7  -7  10   1   1   1
2389   6  -6   6   1   1   1
2390   6  -6   7   1   1   1
2391   6  -6   8   1   1   1
2392   6  -6   9   1   1   1
2393   7  -6  10   1   1   1
2394   5  -5   6   1   1   1
2395   6  -5   7   1   1   1
2396   6  -5   8   1   1   1
2397   6  -5   9   1   1   1
2398   7  -5  10   1   1   1
2399   8  -7   5   1   1   1
2400   8  -7   6   1   1   1
2401   8  -7   7   1   1   1
2402   8  -7   8   1   1   1
2403   8  -6   9   1   1   1
2404   7  -8   6   1   1   1
2405   7  -8   7   1   1   1
2406   7  -8   8   1   1   1
2407   7  -8   9   1   1   1
2408   7  -8  10   1   1   1
2409   8  -8   5   1   1   1
2410   8  -8   6   1   1   1
2411   8  -8   7   1   1   1
2412   8  -7   9   1   1   1
2413   9  -8   5   1   1   1
2414   9  -8   6   1   1   1
2415   9  -7   7   1   1   1
2416   9  -7   8   1   1   1
2417   9  -7   9   1   1   1
2418   8  -9   6   1   1   1
2419   8  -9   7   1   1   1
2420   8  -9   8   1   1   1
2421   9  -8   9   1   1   1
2422   9  -8  10   1   1   1
2423   2   9   4   1   1   1
2424  -0   8   5   1   1   1
2425   2   9   5   1   1   1
2426   1   8   5   1   1   1
2427   0   8   6   1   1   1
2428   3   9   6   1   1   1
2429   2   8   6   1   1   1
2430   1   8   6   1   1   1
2431  15  -4   2   1   1   1
2432  14  -4   3   1   1   1
2433  13  -4   3   1   1   1
2434  15  -4   3   1   1   1
2435  13  -5   4   1   1   1
2436  15  -4   4   1   1   1
2437  14  -5   4   1   1   1
2438   0  -8   3   1   1   1
2439   0  -7   3   1   1   1
2440   1  -6   4   1   1   1
2441  -1  -8   4   1   1   1
2442  -0  -7   4   1   1   1
2443  -0  -6   4   1   1   1
2444  -2  -8   4   1   1   1
2445  -1  -7   5   1   1   1
2446   6  -3  10   1   1   1
2447   5  -6  -9   1   1   1
2448 -11  -1   5   1   1   1
2449   6  -7  12   1   1   1
2450   7  -7  11   1   1   1
2451  -6  15  -3   1   1   1
2452  -6  14  -4   1   1   1
2453  -6  14  -5   1   1   1
2454  -6  14  -6   1   1   1
2455  -6  14  -7   1   1   1
2456  -6  13  -2   1   1   1
2457  -6  13  -3   1   1   1
2458  -6  13  -4   1   1   1
2459  -6  13  -5   1   1   1
2460  -6  12  -6   1   1   1
2461  -6  14  -2   1   1   1
2462  -6  14  -3   1   1   1
2463  -7  14  -4   1   1   1
2464  -7  13  -5   1   1   1
2465  -7  13  -6   1   1   1
2466  -7  15  -3   1   1   1
2467  -7  15  -4   1   1   1
2468  -7  14  -5   1   1   1
2469  -8  14  -6   1   1   1
2470  -7  14  -2   1   1   1
2471  -7  13  -3   1   1   1
2472  -7  13  -4   1   1   1
2473  -8  12  -6   1   1   1
2474  -1  -1  -8   1   1   1
2475  -8 -11  -1   1   1   1
2476  -0  -8  10   1   1   1
2477  -0  -9  11   1   1   1
2478  -1  -7  10   1   1   1
2479  -1  -8  10   1   1   1
2480  -1  -9  11   1   1   1
2481  -2  -7  10   1   1   1
2482  -2  -8  11   1   1   1
2483  -2  -9  11   1   1   1
2484   2  -8   3   1   1   1
2485   1  -8   3   1   1   1
2486   2  -9   4   1   1   1
2487   1  -9   4   1   1   1
2488   0  -9   3   1   1   1
2489   2  -9   5   1   1   1
2490  -0 -10   4   1   1   1
2491 -10  -0   9   1   1   1
2492  -9  -1   9   1   1   1
2493  -8  -2   9   1   1   1
2494 -10  -1   9   1   1   1
2495 -10  -2   9   1   1   1
2496  -9  -2   9   1   1   1
2497 -11  -1  10   1   1   1
2498 -10  -2  10   1   1   1
2499 -10  -3  10   1   1   1
2500  -4  -8  -2   1   1   1
2501  -4  -7  -2   1   1   1
2502  -6  -8  -2   1   1   1
2503  -5  -7  -2   1   1   1
2504  -5  -6  -1   1   1   1
2505  -5  -8  -1   1   1   1
2506  -4  -7  -1   1   1   1
2507  -4  -9  -1   1   1   1
2508  -4  -8  -0   1   1   1
2509  -3  -7  -0   1   1   1
2510  -5  -8  -0   1   1   1
2511  -5  -7  -0   1   1   1
2512  -5  -6  -0   1   1   1
2513  13   4  -6   1   1   1
